question_set_edition	tournament	room	round	packet	bonus	answer1	answer2	answer3	category	subcategory	subsubcategory	team	value1	value2	value3
2018-01-20	Penn State	3	3	N	7	diplomat	Pablo Neruda	“I Explain a Few Things”	Literature	Non-Epic Poetry		Johns Hopkins B	0	10	0
2018-01-20	Penn State	3	3	N	8	Madagascar	Malacca	Aurangzeb Alamgir	History	Other History		Villanova	10	0	0
2018-01-20	Penn State	3	3	N	9	thermodynamic potentials	Josiah Willard Gibbs	natural variables	Science	Chemistry		Villanova	0	10	0
2018-01-20	Penn State	3	3	N	10	Cathbad	druids	Hill of Tara	RMPSS	Mythology		Johns Hopkins B	10	10	0
2018-01-20	Penn State	3	3	N	11	visas	prevailing wage	Bracero program	History	US History		Johns Hopkins B	10	0	10
2018-01-20	Penn State	3	3	N	12	Catechism of a Revolutionary	Mikhail Bakunin	proletariat	RMPSS	Philosophy		Villanova	0	0	10
2018-01-20	Penn State	3	3	N	13	butterflies	Junot Díaz	Edwidge Danticat	Literature	Long Fiction		Johns Hopkins B	0	10	0
2018-01-20	Penn State	3	3	N	14	isospin	protons AND neutrons	quark flavor	Science	Physics		Johns Hopkins B	0	10	10
2018-01-20	Penn State	3	3	N	15	piano sonata	Franz Liszt	Hungarian Rhapsody No. 2 in C-sharp minor	Arts	Music		Johns Hopkins B	0	10	0
2018-01-20	Penn State	3	3	N	16	Augustin-Louis Cauchy	analysis	a-sub-1 plus 2 a-sub-2 plus 4 a-sub-4 plus 8 a-sub-8 and so on	Science	Other Science	Math	Johns Hopkins B	10	10	0
2018-01-20	Penn State	3	3	N	17	handscrolls	maps of the Low Countries	ancient Roman ruins	Arts	Painting/Sculpture		Villanova	10	0	0
2018-01-20	Penn State	3	3	N	18	Sébastien Le Prestre de Vauban	Louis XIV	Luxembourg	History	Continental European History (post-600 CE)		Villanova	0	10	0
2018-01-20	Penn State	3	3	N	19	La Paz, Bolivia	Florence	Prague	Other	Other Academic		Villanova	0	10	0
2018-01-20	Penn State	3	3	N	20	The Way of the World	English Restoration	fops	Literature	Drama		Villanova	0	0	0
2018-01-20	Penn State	3	4	I	1	Shanghai	Battle of Stalingrad	USS Panay	History	Other History		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	4	I	2	reliquary	kings of France	Basilica of St. Denis	RMPSS	Religion		Gettysburg	0	10	10
2018-01-20	Penn State	3	4	I	3	tautomerism	glucose	enamine	Science	Chemistry		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	4	I	4	George Eliot	Anthony Trollope	Thomas Hardy	Literature	Long Fiction		Carnegie Mellon C	0	0	10
2018-01-20	Penn State	3	4	I	5	neutrophil	bone marrow	myeloid derived suppressor cells	Science	Biology		Gettysburg	0	10	0
2018-01-20	Penn State	3	4	I	6	Bast	aegis	Hathor	RMPSS	Mythology		Gettysburg	10	10	10
2018-01-20	Penn State	3	4	I	7	Quinta del Sordo	Francisco Goya	an asylum	Arts	Painting/Sculpture		Gettysburg	10	10	0
2018-01-20	Penn State	3	4	I	8	Sicily	Hamilcar Barca	Battle of Cape Ecnomus	History	Continental or Near Eastern History (pre-600 CE)		Carnegie Mellon C	10	0	0
2018-01-20	Penn State	3	4	I	9	you	Apollo 8	Susan Brownmiller	Other	Other Academic		Gettysburg	10	0	0
2018-01-20	Penn State	3	4	I	10	Eugene Victor Debs	imprisonment	Norman Thomas	History	US History		Gettysburg	10	10	0
2018-01-20	Penn State	3	4	I	11	dream deferred	Langston Hughes	“Dig And Be Dug / In Return”	Literature	Non-Epic Poetry		Gettysburg	10	10	0
2018-01-20	Penn State	3	4	I	12	Ernani	Giuseppe Verdi	Jerusalem	Arts	Other Art	Opera	Gettysburg	0	10	0
2018-01-20	Penn State	3	4	I	13	Étienne Bonnot de Condillac	animals	history	RMPSS	Philosophy		Gettysburg	0	10	0
2018-01-20	Penn State	3	4	I	14	Carl Philipp Emanuel Bach	London	Magnificat	Arts	Music		Carnegie Mellon C	0	10	0
2018-01-20	Penn State	3	4	I	15	“Citizenship and Social Class”	gender	Sheryl Sandberg	RMPSS	Social Science		Gettysburg	0	10	0
2018-01-20	Penn State	3	4	I	16	plasmas	electric-field screening	Enrico Fermi	Science	Physics		Gettysburg	10	0	0
2018-01-20	Penn State	3	4	I	17	Lydia Davis	McSweeney’s	Julio Cortazar	Literature	Short Fiction		Gettysburg	0	0	10
2018-01-20	Penn State	3	5	D	1	“The Star-Apple Kingdom”	Derek Walcott	Africa	Literature	Non-Epic Poetry		Penn A	0	10	10
2018-01-20	Penn State	3	5	D	2	Nidhogg	dragon	Gesta Danorum	RMPSS	Mythology		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	3	titration	back titration	saponification	Science	Chemistry		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	4	Stations of the Cross	garden	Simon of Cyrene	RMPSS	Religion		Penn A	0	10	0
2018-01-20	Penn State	3	5	D	5	condottieri	House of Sforza	white	History	Continental European History (post-600 CE)		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	6	Paul Gauguin	Tahiti	Olympia	Arts	Painting/Sculpture		Penn A	0	10	10
2018-01-20	Penn State	3	5	D	7	Kobo Abe	Nora Ephron	Alan Ayckbourn	Literature	Drama		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	8	distance	Hamming code	parity	Science	Other Science	Computer Science	Johns Hopkins B	10	0	0
2018-01-20	Penn State	3	5	D	9	tribune	Clodius Pulcher	Tigranes	History	Continental or Near Eastern History (pre-600 CE)		Johns Hopkins B	10	0	0
2018-01-20	Penn State	3	5	D	10	The Nose	Dmitri Shostakovich	Wozzeck	Arts	Other Art	Opera	Penn A	0	10	10
2018-01-20	Penn State	3	5	D	11	“Winter Dreams”	F. Scott Fitzgerald	Babylon	Literature	Short Fiction		Penn A	10	10	0
2018-01-20	Penn State	3	5	D	12	Hulagu Khan	mamluks	chivalry	History	Other History		Johns Hopkins B	10	10	0
2018-01-20	Penn State	3	5	D	13	frequency	supersymmetric theories	all over 2	Science	Physics		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	14	externalism	Hilary Putnam	John Dewey	RMPSS	Philosophy		Penn A	0	10	10
2018-01-20	Penn State	3	5	D	15	John C. Fremont	“Kit” Carson	Bozeman Trail	History	US History		Penn A	10	10	0
2018-01-20	Penn State	3	5	D	16	Kazuo Ishiguro	solar eclipse	Jurgen, A Comedy of Justice	Literature	Long Fiction		Penn A	10	10	10
2018-01-20	Penn State	3	5	D	17	potassium	ATP	leak channels	Science	Biology		Johns Hopkins B	0	10	0
2018-01-20	Penn State	3	5	D	18	Matterhorn	casinos	Gotthard Base Tunnel	Other	Geography		Johns Hopkins B	10	10	0
2018-01-20	Penn State	3	5	D	19	Sakhalin Island	Korean	Altaic languages	RMPSS	Social Science		Johns Hopkins B	10	10	10
2018-01-20	Penn State	3	5	D	20	guitar	Heitor Villa-Lobos	Miguel Llobet	Arts	Music		Penn A	10	10	0
2018-01-20	Penn State	3	6	F	1	Rurik	Kiev	Hypatian Monastery	History	Continental European History (post-600 CE)		Villanova	10	10	0
2018-01-20	Penn State	3	6	F	2	schwa	determiner	binary relation	RMPSS	Social Science		Rutgers B	0	0	0
2018-01-20	Penn State	3	6	F	3	parallel keys	enharmonic	voice leading	Arts	Music		Villanova	0	0	0
2018-01-20	Penn State	3	6	F	4	“Dejection: An Ode”	Samuel Taylor Coleridge	fancy	Literature	Non-Epic Poetry		Villanova	0	10	0
2018-01-20	Penn State	3	6	F	5	ninjas	Republic of the Congo	gold mining	History	Other History		Villanova	10	0	0
2018-01-20	Penn State	3	6	F	6	tafsir	Abbasid Caliphate	sunnah	RMPSS	Religion		Villanova	0	10	10
2018-01-20	Penn State	3	6	F	7	rigid rotor	angular momentum	selection rules	Science	Physics		Villanova	0	0	0
2018-01-20	Penn State	3	6	F	8	Sur	Rabindranath Tagore	Thomas Edward Lawrence	Literature	Miscellaneous Lit		Villanova	0	10	0
2018-01-20	Penn State	3	6	F	9	Tajikistan	Amu Darya	Aral Sea	Other	Geography		Villanova	0	0	10
2018-01-20	Penn State	3	6	F	10	poly(A) tail	mRNA	guanine and uracil	Science	Biology		Rutgers B	0	10	0
2018-01-20	Penn State	3	6	F	11	Freyja	Óðr	Frigg	RMPSS	Mythology		Rutgers B	0	0	10
2018-01-20	Penn State	3	6	F	12	Ornette Coleman	Broadway	New York City	Arts	Other Art	Jazz	Villanova	0	0	10
2018-01-20	Penn State	3	6	F	13	The Raj	Corn Laws	Richard Cobden	History	British, Canadian, Australian, New Zealand History		Villanova	0	10	0
2018-01-20	Penn State	3	6	F	14	Dadaism	Ellsworth Kelly	Cologne Cathedral	Arts	Painting/Sculpture		Villanova	10	0	0
2018-01-20	Penn State	3	6	F	15	The New York Trilogy	Don Quixote	The Locked Room	Literature	Long Fiction		Villanova	0	10	0
2018-01-20	Penn State	3	7	E	1	Kurt Lewin	behavior	valence	RMPSS	Social Science		Youngstown State	0	10	0
2018-01-20	Penn State	3	7	E	2	Diomedes	Bellerophontes	Aeneas	RMPSS	Mythology		Rutgers B	0	10	0
2018-01-20	Penn State	3	7	E	3	mass spectrometry	trifluoroacetic acid	bromine	Science	Chemistry		Youngstown State	0	0	10
2018-01-20	Penn State	3	7	E	4	Dulness	Alexander Pope	“MacFlecknoe”	Literature	Non-Epic Poetry		Rutgers B	0	10	0
2018-01-20	Penn State	3	7	E	5	canonical ensemble	Ludwig Eduard Boltzmann	total energy	Science	Physics		Youngstown State	0	10	0
2018-01-20	Penn State	3	7	E	6	Camillo Benso, Count of Cavour	trasformismo	Paris Peace Conference	History	Continental European History (post-600 CE)		Rutgers B	10	0	10
2018-01-20	Penn State	3	7	E	7	Lucas Cranach the Elder	hunting	melancholy	Arts	Painting/Sculpture		Rutgers B	0	10	0
2018-01-20	Penn State	3	7	E	8	Challenger disaster	Richard Feynman	Peggy Noonan	History	US History		Youngstown State	10	0	0
2018-01-20	Penn State	3	7	E	9	Amarcord	8½	Italy	Arts	Other Art	Film	Rutgers B	0	10	10
2018-01-20	Penn State	3	7	E	10	animals	Disgrace	J. M. Coetzee	Literature	Long Fiction		Rutgers B	0	0	0
2018-01-20	Penn State	3	7	E	11	hydrophobicity	serine	oxyanion hole	Science	Biology		Rutgers B	10	0	0
2018-01-20	Penn State	3	7	E	12	a dog barking	Run the Jewels	Mario Paint	Other	Trash		Youngstown State	10	0	10
2018-01-20	Penn State	3	7	E	13	Kangxi Emperor	Jesuit Order	British East India Company	History	Other History		Youngstown State	0	0	0
2018-01-20	Penn State	3	7	E	14	clarinet	cello	glass harmonica	Arts	Music		Youngstown State	10	10	0
2018-01-20	Penn State	3	7	E	15	Gottfried Leibniz	theodicy	Saint Irenaeus	RMPSS	Philosophy		Rutgers B	10	0	0
2018-01-20	Penn State	3	7	E	16	Nice model	one-to-two	Kuiper belt	Science	Other Science	Astronomy	Rutgers B	0	10	10
2018-01-20	Penn State	3	7	E	17	Konstantin Dmitrich Levin	Leo Tolstoy	King Lear	Literature	Long Fiction		Youngstown State	0	10	0
2018-01-20	Penn State	3	7	E	18	Joseph	Gospel of Nicodemus	Harrowing of Hell	RMPSS	Religion		Youngstown State	10	0	0
2018-01-20	Penn State	3	7	E	19	Mexico	La Malinche	Octavio Paz	Literature	Miscellaneous Lit		Youngstown State	0	10	10
2018-01-20	Penn State	3	7	E	20	Jean Chrétien	Queen Elizabeth II	Pierre Trudeau	History	British, Canadian, Australian, New Zealand History		Rutgers B	0	0	10
2018-01-20	Penn State	3	8	H	1	Rhapsody in Blue	George Gershwin	“The Man I Love”	Arts	Music		Delaware	10	10	0
2018-01-20	Penn State	3	8	H	2	Emilio Aguinaldo	Spain	Hong Kong	History	Other History		Penn B	10	10	0
2018-01-20	Penn State	3	8	H	3	Westward the Course of Empire Takes Its Way	George Washington	William Penn	Arts	Painting/Sculpture		Penn B	0	10	0
2018-01-20	Penn State	3	8	H	4	Wallenberg family	Saab AB	Sweden	History	Continental European History (post-600 CE)		Delaware	10	10	10
2018-01-20	Penn State	3	8	H	5	Stefan Zweig	World War I	Erich Maria Remarque	Literature	Long Fiction		Penn B	0	0	10
2018-01-20	Penn State	3	8	H	6	diapirs	atolls	guyots	Science	Other Science	Earth Science	Delaware	0	10	0
2018-01-20	Penn State	3	8	H	7	dramatic monologue	Robert Browning	“The Bishop Orders His Tomb at Saint Praxed’s Church”	Literature	Non-Epic Poetry		Delaware	10	10	0
2018-01-20	Penn State	3	8	H	8	Tigris River AND Euphrates River	Enlil OR Ninlil	the Moon	RMPSS	Mythology		Delaware	0	10	10
2018-01-20	Penn State	3	8	H	9	human rights	Karl Marx	Samuel Moyn	RMPSS	Social Science		Penn B	10	0	0
2018-01-20	Penn State	3	8	H	10	Compton scattering	wavelength	coincidence	Science	Physics		Delaware	10	0	0
2018-01-20	Penn State	3	8	H	11	Cao Dai	Holy See	buddhas	RMPSS	Religion		Delaware	10	10	0
2018-01-20	Penn State	3	8	H	12	Innocent Eréndira	Gabriel García Márquez	Colonel Aureliano Buendía	Literature	Short Fiction		Delaware	0	10	10
2018-01-20	Penn State	3	8	H	13	polymer branching	rubber	graft copolymers	Science	Chemistry		Delaware	10	10	0
2018-01-20	Penn State	3	8	H	14	Le Père Goriot	Honoré de Balzac	the city of Paris	Literature	Long Fiction		Delaware	0	10	0
2018-01-20	Penn State	3	8	H	15	Lascaux Caves	hunting	aurochs	History	Historiography and Archaeology		Penn B	10	10	10
2018-01-20	Penn State	3	8	H	16	Georg Wilhelm Friedrich Hegel	Søren Kierkegaard	Richard Rorty	RMPSS	Philosophy		Delaware	10	10	0
2018-01-20	Penn State	3	8	H	17	Grenfell Tower	Jeremy Corbyn	photographer	Other	Current Events		Penn B	10	10	0
2018-01-20	Penn State	3	8	H	18	retina	optic chiasm	ocular dominance columns	Science	Biology		Penn B	10	10	0
2018-01-20	Penn State	3	8	H	19	Le Spectre de la rose	Michel Fokine	swans	Arts	Other Art	Other Visual	Delaware	0	0	10
2018-01-20	Penn State	3	8	H	20	Lemon v. Kurtzman	First Amendment	Santa Fe	History	US History		Penn B	10	10	0
2018-01-20	Penn State	3	9	G	1	the reader	Jane Eyre	St. John Eyre Rivers	Literature	Long Fiction		Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	9	G	2	electron holes	positrons	spin–charge separation	Science	Physics		Carnegie Mellon A	10	10	0
2018-01-20	Penn State	3	9	G	3	cotton	Massachusetts	Mexico	History	US History		Carnegie Mellon A	10	0	0
2018-01-20	Penn State	3	9	G	4	carbon nanotubes	Raman spectroscopy	pi–pi stacking	Science	Chemistry		Penn B	10	0	0
2018-01-20	Penn State	3	9	G	5	Dreamtime	Aborigines	crocodile	RMPSS	Mythology		Penn B	0	10	0
2018-01-20	Penn State	3	9	G	6	coal	Jean Jaurès	Georges Clemenceau	History	Continental European History (post-600 CE)		Carnegie Mellon A	10	0	0
2018-01-20	Penn State	3	9	G	7	Cannery Row	John Steinbeck	frogs	Literature	Long Fiction		Carnegie Mellon A	0	10	0
2018-01-20	Penn State	3	9	G	8	Sun Wukong	Dragon Ball	Titans	Other	Trash		Carnegie Mellon A	0	10	0
2018-01-20	Penn State	3	9	G	9	pianoforte	three	Jan Ladislav Dussek	Arts	Music		Carnegie Mellon A	10	10	0
2018-01-20	Penn State	3	9	G	10	nikah al-mut‘ah	Twelverism	hadith	RMPSS	Religion		Carnegie Mellon A	0	0	10
2018-01-20	Penn State	3	9	G	11	Pahlavi script	Kingdom of Thailand	Ashoka the Great	History	Other History		Penn B	0	10	10
2018-01-20	Penn State	3	9	G	12	climax communities	wildfire	chronosequences	Science	Biology		Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	9	G	13	Maria	Leonard Bernstein	Lin-Manuel Miranda	Arts	Other Art	Other Visual	Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	9	G	14	Bruno Schulz	Jonathan Safran Foer	Franz Kafka	Literature	Short Fiction		Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	9	G	15	welfare economics	Arrow’s impossibility theorem	Amartya Sen	RMPSS	Social Science		Penn B	0	0	0
2018-01-20	Penn State	3	9	G	16	Constantin Brâncuși	Bird in Space	Charles Demuth	Arts	Painting/Sculpture		Penn B	10	10	0
2018-01-20	Penn State	3	9	G	17	Iona	Easter	The Venerable Bede	History	British, Canadian, Australian, New Zealand History		Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	9	G	18	Stephen Toulmin	logic	Avicenna	RMPSS	Philosophy		Carnegie Mellon A	0	10	0
2018-01-20	Penn State	3	10	J	1	Surrealism	Guillaume Apollinaire	Aimé Césaire	Literature	Non-Epic Poetry		Delaware	10	0	0
2018-01-20	Penn State	3	10	J	2	Adolphe Sax	trumpet	“Chet” Baker	Arts	Other Art	Jazz	Johns Hopkins A	10	10	10
2018-01-20	Penn State	3	10	J	3	color vision	translating the Rosetta Stone	phonetic alphabet	Other	Other Academic		Delaware	10	10	10
2018-01-20	Penn State	3	10	J	4	Brahma AND Vishnu	Nüwa	she spoke first	RMPSS	Mythology		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	10	J	5	history from below	people’s history	Canada	History	Historiography and Archaeology		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	10	J	6	quadrupole	Wolfgang Paul	radio frequency	Science	Physics		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	10	J	7	risk	expected utility theory	stocks	RMPSS	Social Science		Delaware	0	0	10
2018-01-20	Penn State	3	10	J	8	The Heart is a Lonely Hunter	Southern Gothic	Ellen Glasgow	Literature	Long Fiction		Delaware	0	10	0
2018-01-20	Penn State	3	10	J	9	prime numbers	public key	multiplicative inverses	Science	Other Science	Computer Science	Delaware	10	10	0
2018-01-20	Penn State	3	10	J	10	Do-Nothing Congress	Taft–Hartley Act	term limits	History	US History		Johns Hopkins A	10	10	10
2018-01-20	Penn State	3	10	J	11	Georges Simenon	Agatha Christie	French Riviera	Literature	Long Fiction		Delaware	0	10	0
2018-01-20	Penn State	3	10	J	12	radio broadcasting	soda	X-rays	History	Continental European History (post-600 CE)		Delaware	10	0	0
2018-01-20	Penn State	3	10	J	13	Cleanth Brooks	Robert Penn Warren	Thomas Wolfe	Literature	Miscellaneous Lit		Delaware	0	10	0
2018-01-20	Penn State	3	10	J	14	Willard Van Orman Quine	empiricism	Rudolf Carnap	RMPSS	Philosophy		Johns Hopkins A	10	10	10
2018-01-20	Penn State	3	10	J	15	Sergei Rachmaninoff	elegy	9/11	Arts	Music		Delaware	0	0	10
2018-01-20	Penn State	3	10	J	16	prosperity gospel	eye of a needle	Catholic Worker Movement	RMPSS	Religion		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	10	J	17	fitness landscapes	alleles	phenotypic plasticity	Science	Biology		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	10	J	18	Realism	Gustave Courbet	Ottoman Empire	Arts	Painting/Sculpture		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	10	J	19	wood	Honduras	Hawaii	History	Other History		Delaware	0	10	10
2018-01-20	Penn State	3	10	J	20	free radicals	hyperconjugation	the first derivative	Science	Chemistry		Delaware	10	10	0
2018-01-20	Penn State	3	11	K	1	lift	angle of attack	camber	Science	Physics		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	11	K	2	The World According to Garp	John Irving	Vienna	Literature	Long Fiction		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	11	K	3	Babylon	sixty	Seleucid Empire	History	Continental or Near Eastern History (pre-600 CE)		Carnegie Mellon A	10	10	0
2018-01-20	Penn State	3	11	K	4	Divan	Johann Wolfgang von Goethe	Ralph Waldo Emerson	Literature	Non-Epic Poetry		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	11	K	5	Palace of Fontainebleau	Benvenuto Cellini	a stag	Arts	Painting/Sculpture		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	11	K	6	ecosystem engineers	keystone species	biodiversity	Science	Biology		Johns Hopkins A	0	10	10
2018-01-20	Penn State	3	11	K	7	Elisabeth of Bavaria	Rudolf	Franz Ferdinand Karl Ludwig Joseph Maria	History	Continental European History (post-600 CE)		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	11	K	8	Mandaeism	John the Baptist	Gnostic religions	RMPSS	Religion		Carnegie Mellon A	0	10	0
2018-01-20	Penn State	3	11	K	9	preludes	Johann Sebastian Bach	Inventions and Sinfonias	Arts	Music		Carnegie Mellon A	10	10	0
2018-01-20	Penn State	3	11	K	10	“The Unreality of Time”	G. E. Moore	common sense	RMPSS	Philosophy		Johns Hopkins A	10	10	10
2018-01-20	Penn State	3	11	K	11	Baeyer–Villiger oxidation	ozone	Newman projection	Science	Chemistry		Johns Hopkins A	0	10	10
2018-01-20	Penn State	3	11	K	12	pyroxenes	basalt	monoclinic AND orthorhombic	Science	Other Science	Earth Science	Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	11	K	13	mushrooms	atomic bomb	human development	RMPSS	Social Science		Johns Hopkins A	0	10	10
2018-01-20	Penn State	3	11	K	14	Fascist Italy	Umberto Eco	Quo Vadis?	Literature	Long Fiction		Carnegie Mellon A	0	10	10
2018-01-20	Penn State	3	11	K	15	Southeast Asia	Burma	Chittagong Hill Tracts	History	Other History		Carnegie Mellon A	10	10	0
2018-01-20	Penn State	3	11	K	16	Psycho	Diane Arbus	The Empire of Light	Arts	Other Art	Other Visual	Johns Hopkins A	10	10	10
2018-01-20	Penn State	3	11	K	17	owls	Panchatantra	Athena	RMPSS	Mythology		Johns Hopkins A	0	0	10
2018-01-20	Penn State	3	11	K	18	Strom Thurmond	Byrd	Richard Russell	History	US History		Johns Hopkins A	10	10	0
2018-01-20	Penn State	3	11	K	19	Albrecht von Wallenstein	Friedrich von Schiller	Letters on the Aesthetic Education of Man	Literature	Miscellaneous Lit		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	11	K	20	Afrikaans	Cape Town	barbecue	Other	Geography		Johns Hopkins A	0	10	0
2018-01-20	Penn State	3	12	R	1	Winston Churchill AND Mohandas Gandhi	Franklin Delano Roosevelt	Subhas Chandra Bose	History	British, Canadian, Australian, New Zealand History		Delaware	0	10	10
2018-01-20	Penn State	3	12	R	2	continued fractions	irrational numbers	golden ratio	Science	Other Science	Math	Delaware	0	10	10
2018-01-20	Penn State	3	12	R	3	American public schools	Kimberle Williams Crenshaw	Michelle Alexander	RMPSS	Social Science		Carnegie Mellon A	10	0	0
2018-01-20	Penn State	3	12	R	4	Giorgio Morandi	still lifes	Giorgio de Chirico	Arts	Painting/Sculpture		Delaware	10	0	0
2018-01-20	Penn State	3	12	R	5	memristor	magnetic flux linkage	power	Science	Physics		Carnegie Mellon A	0	0	10
